tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;instrumento_utilizado;faixa;turno
LESAO CORPORAL SEGUIDA DE MORTE;NI;QUINTAS;NI;MASCULINO;PARDA;40;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;LAGOA AZUL;R ALTO DO PIRAPORA;MASCULINO;PARDA;41;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R: SANTA CRISTINA EM FRENTE AO Nº 05;MASCULINO;BRANCA;41;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R BOA ESPERANCA Nº 60;MASCULINO;PARDA;42;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;R FRANCISCO APRIGIO;MASCULINO;BRANCA;42;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R MAR DO LESTE /PARQUE DA FLORESTA. NATAL RN;MASCULINO;PARDA;42;GARI;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R POTY Nº 252;MASCULINO;BRANCA;42;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;ALECRIM;R DR MARIO NEGOCIO;MASCULINO;NEGRA;43;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;AV DAS CIRANDAS , CJ NOVA NATAL;MASCULINO;PARDA;43;APOSENTADO(A);NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ;R SEBASTIAO GONCALVES Nº 85 , VILA PARAISO;MASCULINO;PARDA;43;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;POTENGI;R MARIA JOSE LIRA Nº1855;MASCULINO;PARDA;44;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;QUINTAS;AV BERNANDO VIEIRA;MASCULINO;PARDA;44;AUXILIAR DE PINTOR;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R ALICE CAMARA Nº 20;MASCULINO;PARDA;46;NI;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R DANTAS BARRETO Nº 543;MASCULINO;BRANCA;46;AGENTE DE SAUDE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;R PAIANAZES;MASCULINO;NEGRA;47;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;ESTRADA CARROCAVEL ENTRE CANDELARIA A CIDADE NOVA;MASCULINO;BRANCA;47;GARI;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;4ª TV ANTONIO BASILIO Nº 31;MASCULINO;PARDA;47;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R ARTESA DARI MIRANDA Nº 22;MASCULINO;BRANCA;48;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;NI;POTENGI;R PEDRA GRANDE , CJ SOLIDADE II;MASCULINO;PARDA;48;TAXISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;QUINTAS;R BARAUNA Nº 948;MASCULINO;PARDA;49;POLICIAL CIVIL;SUPERIOR;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R LEONARDO GAMA;MASCULINO;BRANCA;50;MARCHANTE;ENSINO MEDIO COMPLETO;OBJETO CONTUNDENTE;ADULTO;NI
HOMICIDIO;NI;PITIMBU;R SERRA DO BUJARI Nº 7968;MASCULINO;PARDA;50;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R PADRE CICERO ,PROX. AO TERMINAL DA LINHA 40;MASCULINO;BRANCA;51;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CAPIM MACIO;R:PROF. ANTONIO HENRIQUE DE MELO,PROX CCAB SUL ;MASCULINO;NEGRA;52;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;R CENTENARIO DA ABOLICAO;MASCULINO;PARDA;52;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;AV SILVA PELICO - ESCOLA CALANZANS PINHEIRO;MASCULINO;NEGRA;54;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R JAIR BRANDAO;MASCULINO;PARDA;56;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;BOM PASTOR;R BIONOR MEDEIROS ;MASCULINO;NEGRA;58;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;AV DR MARIO NEGOCIO ;MASCULINO;NEGRA;59;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R CENTRO NOVO Nº 175;FEMININO;BRANCA;62;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;IDOSO;NI
HOMICIDIO;NI;NOSSA SENHORA DE NAZARÉ;AV CEL ESTEVAM;MASCULINO;BRANCA;62;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA BRANCA;IDOSO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;POTENGI;AV PAULISTANA;MASCULINO;PARDA;62;ASG;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;IDOSO;NI
