tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;instrumento_utilizado;faixa;turno
LESAO CORPORAL SEGUIDA DE MORTE;15:15;RIBEIRA;R DECIO FONSECA , EM FRENTE AO COLEGIO SANTOS REIS;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:14;RIBEIRA;TV BELO HORIZONTE - PROX. MERCADINHO DE PEDRO ;MASCULINO;PARDA;25;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;00:11;RIBEIRA;R DA FLORESTA Nº 38;MASCULINO;PARDA;50;NI;NI;ESPANCAMENTO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;20:14;RIBEIRA;VIA PUBLICA;MASCULINO;PARDA;33;DESEMPREGADO;NI;ESPANCAMENTO;ADULTO;NOTURNO
HOMICIDIO;20:14;RIBEIRA;R GENERAL GLICERIO;MASCULINO;BRANCA;18;DESEMPREGADO;NI;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;NI;ROCAS;TV SAO JORGE ;MASCULINO;NEGRA;54;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;22:55;ROCAS;VIA PUBLICA;MASCULINO;NEGRA;29;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;00:51;SANTOS REIS;R DA ESPERANCA I;MASCULINO;PARDA;33;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;21:39;SANTOS REIS;TV CEL FLAMINIO ;MASCULINO;PARDA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;05:30;TIROL;AV ALEXANDRINO DE ALENCAR;MASCULINO;NEGRA;18;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;15:15;TIROL;R EXPEDICIONARIO JOSE MONTEIRO ;FEMININO;NEGRA;39;AUXILIAR DE COZINHA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;TIROL;R ALBERTO MARANHAO ;MASCULINO;NEGRA;67;APOSENTADO(A);NI;ARMA DE FOGO;IDOSO;NI
HOMICIDIO;10:07;TIROL;AV HERMES DA FONSECA;FEMININO;BRANCA;36;NUTRICIONISTA;SUPERIOR;ASFIXIA MECANICA PROVOCADA;ADULTO;MATUTINO
