tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;instrumento_utilizado;faixa;turno
HOMICIDIO;10:07;PITIMBU;AV PINTASILGOS , CIDADE SATELITE;MASCULINO;NEGRA;15;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;MATUTINO
HOMICIDIO;14:51;PITIMBU;ESTRADACARROCAVEL ,PROXIMO AO BALNEARIO ;MASCULINO;PARDA;36;NI;NI;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;NI;PITIMBU;R RIO GUAIBA;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA BRANCA;ADULTO;NI
HOMICIDIO;22:35;PITIMBU;PROXIMO AO CAIC DE CIDADE SATELITE;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;17:01;PLANALTO;R INDOMAR Nº 05;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADOLESCENTE;VESPERTINO
HOMICIDIO;NI;PLANALTO;TV DO MOINHO VELHO;MASCULINO;PARDA;28;BISCATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NI
HOMICIDIO;21:22;PLANALTO;2ª TV SAMARIA Nº 25;MASCULINO;NEGRA;48;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:39;PLANALTO;R ABREULANDIA;MASCULINO;PARDA;29;JARDINEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;03:27;PLANALTO;R CAMPESTRE MENINO JESUS Nº 24;MASCULINO;NEGRA;27;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;19:54;PLANALTO;R JARDIM DO EDEN;MASCULINO;NEGRA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;NI;PLANALTO;R JOAO HELIO ;MASCULINO;PARDA;23;BORRACHEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:39;PLANALTO;R MIRAMANGUE;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;01:27;PLANALTO;R MIRAMANGUE COM MONTE REY;MASCULINO;BRANCA;48;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;13:59;PLANALTO;TV JOAO HELIO ;MASCULINO;PARDA;22;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;22:39;PLANALTO;R DOS JASMINS Nº 994;FEMININO;NEGRA;30;DO LAR;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;21:38;PLANALTO;AV MONICA DANTAS;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;20:39;PLANALTO;AV MONTE REI;FEMININO;NEGRA;30;OPERADOR DE ESCAVADEIRA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;NI;PLANALTO;R ASA BRANCA Nº 114;MASCULINO;NEGRA;37;AUXILIAR DE COZINHA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;15:05;PLANALTO;R MARANATA , EM FRENTE AO Nº 700;MASCULINO;PARDA;31;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:36;PLANALTO;R SANTA ADELIA;MASCULINO;NEGRA;26;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;13:38;PLANALTO;R SANTA QUINTERIA ;MASCULINO;PARDA;26;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;15:15;PLANALTO;TV MIRANTE DAS DUNAS;FEMININO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;21:39;PLANALTO;R ARACATI;MASCULINO;PARDA;26;DESEMPREGADO;NI;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;11:44;PLANALTO;R QUIRAMBU;MASCULINO;NEGRA;24;APOSENTADO(A);NI;ARMA BRANCA;ADULTO;MATUTINO
HOMICIDIO;03:27;PLANALTO;AV MARCOS AUGUSTO;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;21:38;PLANALTO;ENCONTRADO EM ESTRADA CARROCAVEL;MASCULINO;PARDA;34;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;08:37;PLANALTO;ENTRE R DOS COMETAS COM ANTONIO DE ALMEIDA LUSTOSA;MASCULINO;NEGRA;21;NI;NI;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;21:39;PLANALTO;R FRANCISCO CANINDE;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:51;PLANALTO;R PASTOR JOSINO GALVAO ;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:35;PLANALTO;TV BELO HORIZONTE Nº 55;MASCULINO;PARDA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;03:27;PLANALTO;TV MIRANTE DAS DUNAS;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;01:00;PLANALTO;TV SANTA DOROTEIA , EM FRENTE AO Nº 67;MASCULINO;NEGRA;18;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PLANALTO;VIA PUBLICA;MASCULINO;PARDA;35;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;13:59;PLANALTO;R MARANATA ;MASCULINO;NEGRA;39;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;11:44;PONTA NEGRA;AV ENG ROBERTO FREIRE;MASCULINO;PARDA;25;BISCATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;20:42;PONTA NEGRA;CJ . PRAIA MAR;MASCULINO;PARDA;26;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;PONTA NEGRA;R JOAQUIM EDUARDO DE FARIAS - COMUNIDADE DE LAGOINHA Nº 9;MASCULINO;BRANCA;27;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;15:15;PONTA NEGRA;R DA LAGOSTA CONDOMINIO PORTO NOVO, APTº 06 ,Nº 405;MASCULINO;BRANCA;60;EMPREITEIRO DE OBRAS;ENSINO MEDIO COMPLETO;ARMA BRANCA;IDOSO;VESPERTINO
LATROCINIO;11:44;PONTA NEGRA;R CARAPEBA;FEMININO;BRANCA;36;BALCONISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;11:44;PONTA NEGRA;R MOACYR DA CUNHA MELO ;MASCULINO;PARDA;45;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;15:15;PONTA NEGRA;R 31 DE MARCO, VILA DE PONTA NEGRA ;MASCULINO;BRANCA;29;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;PONTA NEGRA;R FRANCISCO SIMPLICIO S/N ;MASCULINO;BRANCA;27;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;11:44;PONTA NEGRA;R RIO GRANDE DO NORTE;MASCULINO;NEGRA;28;NI;NI;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;NI;PONTA NEGRA;R DA CAMPINA ;FEMININO;BRANCA;25;NI;NI;ASFIXIA MECANICA PROVOCADA;ADULTO;NI
HOMICIDIO;21:39;PONTA NEGRA;NI;FEMININO;BRANCA;24;NI;NI;ESPANCAMENTO;ADULTO;NOTURNO
HOMICIDIO;03:27;POTENGI;R CHAPADA DE DIAMANTINA;MASCULINO;NEGRA;46;CABELEIREIRO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;11:44;POTENGI;AV GOV ANTONIO DE MELO DE SOUZA;FEMININO;NEGRA;47;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
LATROCINIO;11:44;POTENGI;AVGOV. ANTONIO DE MELO Nº 25;FEMININO;NEGRA;54;DO LAR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;20:14;POTENGI;R ATOL DAS ROCAS;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;NI;POTENGI;R DOS COQUEIROS ;MASCULINO;PARDA;19;ENTREGADOR DE GAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;POTENGI;R NOVA RUSSAS;MASCULINO;NEGRA;20;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;14:51;POTENGI;R RIO DOCE Nº 1137;MASCULINO;NEGRA;21;SAPATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;13:59;POTENGI;TV MANOEL PEDRO ;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;13:38;POTENGI;VIA PUBLICA;MASCULINO;NEGRA;24;OPERARIO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;NI;POTENGI;AV FLORIANOPOLIS;MASCULINO;NEGRA;44;AGENTE FUNERARIO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;01:27;POTENGI;AV ITAPETINGA;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;20:42;POTENGI;AV PAULISTANA;MASCULINO;PARDA;30;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;00:11;POTENGI;CONJUNTO SANTAREM - PROXIMO A TORRE DE CELULAR;MASCULINO;PARDA;34;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;19:54;POTENGI;ESTRADA DA REDINHA;MASCULINO;BRANCA;33;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:43;POTENGI;R ALVORECER Nº 12 , CONJUNTO JARDINS DAS FLORES;MASCULINO;NEGRA;35;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;14:51;POTENGI;R LIMOEIRO DO NORTE, EM FRENTE A ESCOLA JOSINO MACEDO - PANATIS II;MASCULINO;NEGRA;14;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;15:19;POTENGI;R SIDEROPOLIS;MASCULINO;NEGRA;52;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;14:51;POTENGI;R TIJUCA - PROX. AO HOSPITAL SANTA CATARINA;MASCULINO;NEGRA;33;PESCADOR;NI;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;15:15;POTENGI;2ª TV PIRACANJUBA , EM FRENTE AO Nº 60 , CJ SANTAREM;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:14;POTENGI;5ª TV APUCARANA;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;03:27;POTENGI;AV APUCARANA;MASCULINO;NEGRA;24;NI;NI;ARMA DE FOGO;ADULTO;MADRUGADA
HOMICIDIO;20:08;POTENGI;AV DR JOAO MEDEIROS FILHO;MASCULINO;PARDA;31;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:51;POTENGI;AV ITAPETINGA;MASCULINO;NEGRA;25;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;14:51;POTENGI;AV ITAPETINGA;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;11:44;POTENGI;LOT. NORDELANDIA - PROX. A ROTATORIA DA BR 101 NORTE;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;20:14;POTENGI;R DO JUAZEIRO Nº 15;MASCULINO;BRANCA;21;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;15:15;POTENGI;SANTA CATARINA;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;16:45;POTENGI;TV ARAGUAIA, 25;FEMININO;PARDA;47;RECICLADOR;NI;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;00:11;POTENGI;VIA PUBLICA;MASCULINO;PARDA;13;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;NI;POTENGI;VIA PUBLICA NAO DETERMINADA;MASCULINO;NEGRA;33;FEIRANTE;NI;ESPANCAMENTO;ADULTO;NI
HOMICIDIO;15:05;PRAIA DO MEIO;AV PRES CAFE FILHO;FEMININO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;21:35;PRAIA DO MEIO;R FELICIANO DIAS , PROX. A SUA RESIDENCIA;MASCULINO;NEGRA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;14:51;QUINTAS;AVMANOEL MIRANDA Nº 1786;MASCULINO;PARDA;32;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;19:54;QUINTAS;2ª TV RIO NORTE Nº 06 A;MASCULINO;PARDA;22;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:51;QUINTAS;FAVELA DO JAPAO;MASCULINO;PARDA;32;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;14:51;QUINTAS;R DO OUVIDOR ;MASCULINO;NEGRA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:01;QUINTAS;R DOS PAIATIS Nº 2026;MASCULINO;PARDA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;00:11;QUINTAS;R NOVA FLORESTA Nº 552 , NOVO HORIZONTE ;MASCULINO;PARDA;38;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;00:51;QUINTAS;R PRES KENNEDY Nº 21 C;MASCULINO;NEGRA;26;LAVADOR DE CARRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:39;QUINTAS;R SAO LUCAS;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;20:14;QUINTAS;TV NAPOLEAO LAUREANO , PROXIMO AO POSTO ABRANTES;MASCULINO;PARDA;28;GARI;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:39;QUINTAS;TV PRES KENNEDY;MASCULINO;PARDA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;11:44;QUINTAS;AV BERNANDO VIEIRA;MASCULINO;PARDA;51;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:01;QUINTAS;R HENRIQUE NUNES;MASCULINO;NEGRA;33;MOTORISTA DE CACAMBA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;21:39;QUINTAS;R MANOEL ANDRADE;MASCULINO;NEGRA;21;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;14:51;QUINTAS;R SANTA HELENA;MASCULINO;PARDA;22;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;14:51;QUINTAS;R SAO GERALDO ;MASCULINO;PARDA;27;MOTORISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;13:05;QUINTAS;AV BERNANDO VIEIRA;FEMININO;BRANCA;56;NI;NI;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;15:15;QUINTAS;R DOS BANDEIRANTES;MASCULINO;BRANCA;34;NI;NI;ARMA BRANCA;ADULTO;VESPERTINO
HOMICIDIO;17:04;QUINTAS;KM 06;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;22:55;QUINTAS;KM 6 - BR 226;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
LATROCINIO;14:51;QUINTAS;PROXIMO A ESTACAO DE TREM;MASCULINO;NEGRA;19;FEIRANTE;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;00:51;QUINTAS;R DR MARIO NEGOCIO ,EM FRENTE AO Nº 1820;MASCULINO;NEGRA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;00:11;QUINTAS;R GUANABARA;MASCULINO;NEGRA;56;FEIRANTE;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;13:05;QUINTAS;R PALMIRA WANDERLEY ;MASCULINO;NEGRA;19;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;13:38;QUINTAS;R PRES MASCARENHAS ;FEMININO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
HOMICIDIO;21:38;QUINTAS;R SANTA HELENA;FEMININO;NEGRA;30;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;13:59;QUINTAS;R SAO LUCAS;MASCULINO;PARDA;28;FEIRANTE;NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;NI;QUINTAS;R SATIRO DIAS -PROXIMO A LOCALIDADE CONHECIDA COMO GUARITA;MASCULINO;PARDA;30;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;21:39;REDINHA;R SAO FRANCISCO - AFRICA;MASCULINO;NEGRA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;13:05;REDINHA;AVDR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;31;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;13:59;REDINHA;PRAIA DA REDINHA;MASCULINO;PARDA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:39;REDINHA;R RIO DA PRATA Nº 36 , CONJUNTO NITEROI;MASCULINO;PARDA;32;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;NI;REDINHA;R RIO DOCE ;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;14:51;REDINHA;TV CONSTRUTOR SEVERINO BEZERRA ;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;14:51;REDINHA;PRAIA DA REDINHA;MASCULINO;NEGRA;28;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LATROCINIO;14:51;REDINHA;R GOVERNADOR ANTONIO MELO DE SOUZA ;MASCULINO;NEGRA;27;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;06:30;REDINHA;R SAO LUIZ ;MASCULINO;BRANCA;28;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;08:37;REDINHA;TV BEBERIBE;MASCULINO;NEGRA;21;AUXILIAR DE COZINHA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;02:30;REDINHA;ENCONTRADO NA PRAIA DA REDINHA, ATRAS DO MERCADO PUBLICO DA REDINHA;MASCULINO;PARDA;32;VIGILANTE;ENSINO MEDIO COMPLETO;ASFIXIA MECANICA PROVOCADA;ADULTO;MADRUGADA
LATROCINIO;12:29;REDINHA;TV PADRE CICERO Nº 40;MASCULINO;PARDA;27;NI;NI;ARMA BRANCA;ADULTO;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;21:38;REDINHA;AV DR JOAO MEDEIROS FILHO;MASCULINO;NEGRA;23;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:00;REDINHA;PRAIA DA REDINHA, POR TRAZ DO MERCADO PUBLICO;MASCULINO;NEGRA;34;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;14:51;REDINHA;R CONSTRUTOR SEVERINO BEZERRA;MASCULINO;PARDA;39;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;14:51;REDINHA;R CONSTRUTOR SEVERINO BEZERRA;MASCULINO;NEGRA;18;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:02;REDINHA;R DO CRUZEIRO EM FRENTE A CASA Nº 594 ;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;11:44;REDINHA;TV DA GAMELEIRA ;MASCULINO;NEGRA;31;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;MATUTINO
HOMICIDIO;20:14;REDINHA;VIA PUBLICA;MASCULINO;PARDA;30;DESOCUPADO(A);NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;REDINHA;CRUZAMENTO DAS R SEVERINO BEZERRA COM TORRE DO MAR;MASCULINO;NEGRA;40;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;20:14;REDINHA;R RIO SALGADO;MASCULINO;NEGRA;31;METRE;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;13:05;RIBEIRA;CANTO DO MANGUE - BARRACA DO PERNAMBUCO;MASCULINO;NEGRA;29;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;14:51;RIBEIRA;ENCONTRADO BOIANDO NO CAIS DO PORTO;MASCULINO;NEGRA;28;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;19:24;RIBEIRA;R 15 DE NOVEMBRO;MASCULINO;NEGRA;35;AGRICULTOR(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;03:27;RIBEIRA;TV ALMINO AFONSO ;FEMININO;BRANCA;38;DO LAR;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;14:51;RIBEIRA;R CAMARA CASCUDO N° 344;MASCULINO;PARDA;26;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;14:51;RIBEIRA;R JORDANES ;MASCULINO;NEGRA;37;EX-POLICIAL MILITAR;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;20:33;RIBEIRA;R SAO FRANCISCO ;MASCULINO;NEGRA;22;COMERCIANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;13:38;RIBEIRA;AV RIO BRANCO;MASCULINO;PARDA;32;NI;NI;ARMA BRANCA;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;11:44;RIBEIRA;IGNORADO ;MASCULINO;NEGRA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;14:51;RIBEIRA;R ALMINO AFONSO;MASCULINO;PARDA;34;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;VESPERTINO
