BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
QUINTAS;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jul;SEM3;dom;ADU;NOT;Oeste
CIDADE DA ESPERANÇA;MASC;PAR;COMERCIANTE;EMC;ARMA_F;jul;SEM2;dom;ADU;MAD;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM4;sex;ADU;MAT;Norte
PLANALTO;MASC;PAR;SEGURANCA;EMC;ARMA_F;jul;SEM2;dom;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;jul;SEM2;sex;ADU;VES;Oeste
IGAPÓ;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jul;SEM2;sex;ADU;NOT;Norte
REDINHA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM4;seg;ADU;NOT;Norte
MÃE LUÍZA;MASC;NI_ETN;AUTONOMO(A);EFC;ARMA_F;jul;SEM2;sáb;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM3;qua;ADU;VES;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM5;dom;ADU;NOT;Norte
REDINHA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;sáb;ADU;NOT;Norte
NOSSA SENHORA DE NAZARÉ;MASC;PAR;VIGILANTE;EMC;ARMA_F;jul;SEM4;qua;ADU;NOT;Oeste
PLANALTO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;jul;SEM2;sex;ADU;MAT;Oeste
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM4;qua;ADU;MAT;Norte
REDINHA;MASC;PAR;ELETRICISTA;EMC;ARMA_F;jul;SEM3;ter;ADU;NOT;Norte
ALECRIM;MASC;NEG;BISCATEIRO;EFC;ARMA_F;jul;SEM2;dom;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM3;qua;ADU;MAT;Norte
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM5;ter;ADU;MAD;Oeste
BOM PASTOR;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM5;sex;ADU;NI_TUR;Oeste
NOSSA SENHORA DE NAZARÉ;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM2;qui;ADU;NOT;Oeste
ALECRIM;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_B;jul;SEM6;dom;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;jul;SEM5;seg;ADU;MAD;Norte
REDINHA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;sáb;ADU;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;AUTONOMO(A);EFC;ARMA_B;jul;SEM3;qua;ADU;NI_TUR;Norte
BOM PASTOR;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jul;SEM2;qui;ADU;NOT;Oeste
MÃE LUÍZA;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;jul;SEM3;qua;ADU;NOT;Norte
CIDADE DA ESPERANÇA;MASC;NI_ETN;SERRALHEIRO;EMC;ARMA_F;jul;SEM3;sáb;ADU;VES;Oeste
CIDADE ALTA;MASC;PAR;POLICIAL MILITAR;SUP;ARMA_F;jul;SEM5;sex;ADU;VES;Norte
NORDESTE;MASC;PAR;VIGILANTE;EMC;ARMA_F;jul;SEM2;ter;ADU;NOT;Oeste
LAGOA AZUL;MASC;PAR;CARPINTEIRO;EFC;ARMA_F;jul;SEM6;dom;IDO;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM5;seg;ADO;VES;Norte
CIDADE NOVA;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;jun;SEM5;qua;ADO;MAT;Oeste
REDINHA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM1;sex;ADO;MAT;Norte
FELIPE CAMARÃO;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jun;SEM5;dom;ADU;VES;Oeste
PLANALTO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM1;sex;ADU;MAD;Oeste
PRAIA DO MEIO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM2;sex;ADU;NOT;Norte
CIDADE NOVA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;sáb;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;TECNICO EM REFRIGERACAO;EMC;ARMA_F;jun;SEM2;ter;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM4;qui;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;sex;ADU;NOT;Norte
POTENGI;MASC;BRA;ENTREGADOR;EFC;ARMA_F;jun;SEM3;sex;ADU;NOT;Norte
REDINHA;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM1;qua;ADU;MAT;Norte
ROCAS;FEM;PAR;CABELEIREIRO(A);EFC;ARMA_F;jun;SEM2;qui;ADU;MAD;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;jun;SEM3;sáb;ADU;VES;Norte
LAGOA AZUL;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM1;sáb;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;jun;SEM4;ter;ADU;VES;Norte
PAJUÇARA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;sáb;ADU;NOT;Norte
POTENGI;MASC;NEG;PIZZAIOLO;EMC;ARMA_F;jun;SEM2;dom;ADU;MAD;Norte
QUINTAS;FEM;BRA;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM1;sáb;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ESPANC;jun;SEM3;sáb;ADU;NOT;Norte
CIDADE ALTA;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM1;sex;ADU;VES;Norte
DIX-SEPT ROSADO;MASC;PAR;MARCENEIRO;EMC;ARMA_F;jun;SEM4;dom;ADU;MAT;Oeste
POTENGI;MASC;PAR;FEIRANTE;NI_ESC;ARMA_F;jun;SEM4;ter;ADU;MAT;Norte
RIBEIRA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM2;qui;ADU;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;FEM;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM4;qui;ADU;NOT;Norte
CIDADE ALTA;MASC;PAR;SERRALHEIRO;EMC;ARMA_F;jun;SEM4;dom;ADU;MAD;Norte
CIDADE ALTA;MASC;NEG;PESCADOR;NI_ESC;ARMA_B;jun;SEM3;sex;ADU;NOT;Norte
CIDADE NOVA;FEM;BRA;AUTONOMO(A);EFC;ARMA_F;jun;SEM3;seg;ADU;MAT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM3;seg;ADU;NOT;Norte
QUINTAS;FEM;BRA;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM1;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM5;dom;ADU;VES;Oeste
IGAPÓ;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;jun;SEM4;ter;ADU;NOT;Norte
BOM PASTOR;MASC;PAR;MECANICO(A);EMC;ARMA_F;jun;SEM5;qui;ADU;NOT;Oeste
LAGOA NOVA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM1;qui;ADU;VES;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jun;SEM5;seg;ADU;VES;Norte
SANTOS REIS;MASC;PAR;ARTISTICA PLASTICO;NI_ESC;AMP;jun;SEM5;dom;ADU;NI_TUR;Norte
ALECRIM;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM4;seg;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jun;SEM4;qui;ADU;VES;Norte
POTENGI;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM4;dom;ADU;MAT;Norte
LAGOA NOVA;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;jun;SEM4;seg;ADU;VES;Sul
PAJUÇARA;MASC;PAR;TECNICO EM SEGURANCA;EMC;ARMA_F;jun;SEM4;qua;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;BORRACHEIRO;EFC;ARMA_F;jun;SEM1;sáb;ADU;VES;Norte
TIROL;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM1;sáb;ADU;MAT;Norte
NOVA DESCOBERTA;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jun;SEM5;seg;ADU;MAT;Sul
IGAPÓ;MASC;PAR;VIGIA;EMC;ARMA_F;jun;SEM1;sáb;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;jun;SEM2;sex;ADU;NOT;Norte
SANTOS REIS;FEM;PAR;DO LAR;EFC;ARMA_F;jun;SEM2;sáb;ADU;NOT;Norte
ALECRIM;MASC;PAR;BORRACHEIRO;EFC;ARMA_F;jun;SEM4;qui;ADU;NOT;Norte
PAJUÇARA;MASC;NEG;FEIRANTE;NI_ESC;ARMA_F;jun;SEM3;ter;ADU;NOT;Norte
PONTA NEGRA;MASC;PAR;EMPRESARIO(A);SUP;ARMA_F;jun;SEM2;ter;ADU;VES;Sul
PLANALTO;MASC;NEG;ESTUDANTE D;SUP;ARMA_F;jun;SEM3;qua;ADU;NOT;Oeste
PAJUÇARA;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;mai;SEM5;dom;ADO;MAT;Norte
PAJUÇARA;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;mai;SEM2;dom;ADO;VES;Norte
CIDADE NOVA;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;mai;SEM3;dom;ADO;NOT;Oeste
CIDADE NOVA;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;mai;SEM4;sáb;ADO;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;mai;SEM4;seg;ADO;MAD;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;mai;SEM1;ter;ADO;NOT;Norte
IGAPÓ;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;mai;SEM4;sáb;ADU;NOT;Norte
PAJUÇARA;MASC;NEG;PESCADOR;NI_ESC;ARMA_F;mai;SEM3;sex;ADU;VES;Norte
PLANALTO;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;mai;SEM4;sex;ADU;NOT;Oeste
QUINTAS;MASC;NEG;AUXILIAR DE PINTOR;EFC;ARMA_F;mai;SEM4;sex;ADU;NOT;Oeste
IGAPÓ;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;mai;SEM5;ter;ADU;NOT;Norte
NORDESTE;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM3;seg;ADU;VES;Oeste
NORDESTE;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM2;seg;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;mai;SEM4;sex;ADU;MAT;Oeste
MÃE LUÍZA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;sáb;ADU;NOT;Norte
REDINHA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM4;sáb;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;sáb;ADU;MAT;Norte
ROCAS;FEM;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM1;seg;ADU;NOT;Norte
PLANALTO;MASC;PAR;GARI;EFC;ARMA_F;mai;SEM4;seg;ADU;NOT;Oeste
CIDADE DA ESPERANÇA;MASC;NEG;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;mai;SEM1;dom;ADU;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM4;qua;ADU;NOT;Oeste
PAJUÇARA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM4;seg;ADU;NOT;Norte
POTENGI;MASC;NEG;DETENTO;NI_ESC;AMP;mai;SEM1;dom;ADU;MAD;Norte
IGAPÓ;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM3;ter;ADU;NOT;Norte
TIROL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;sex;ADU;MAT;Norte
IGAPÓ;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;mai;SEM4;qui;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;ENTREGADOR;EFC;ARMA_F;mai;SEM2;sáb;ADU;MAD;Norte
PONTA NEGRA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM4;dom;ADU;NOT;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;ASG;EFC;ARMA_F;mai;SEM3;dom;ADU;VES;Norte
PAJUÇARA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM1;ter;ADU;VES;Norte
ROCAS;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM5;seg;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;ALMOXARIFE;EMC;ARMA_F;mai;SEM4;ter;ADU;MAT;Norte
PLANALTO;MASC;PAR;CARROCEIRO;EFC;ARMA_F;mai;SEM2;seg;ADU;MAT;Oeste
GUARAPES;MASC;PAR;REPOSITOR DE ESTOQUE;EMC;ARMA_F;mai;SEM1;sáb;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;DETENTO EM LIBERDADE CONDICIONAL;NI_ESC;ARMA_F;mai;SEM1;seg;ADU;VES;Norte
PLANALTO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_B;mai;SEM3;qua;ADU;MAD;Oeste
GUARAPES;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;dom;ADU;VES;Oeste
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM3;qua;ADU;NOT;Norte
PLANALTO;FEM;PAR;DESEMPREGADO;NI_ESC;ARMA_B;mai;SEM2;sex;ADU;VES;Oeste
POTENGI;MASC;PAR;DESPACHANTE;EMC;ARMA_F;mai;SEM3;seg;ADU;NOT;Norte
QUINTAS;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;dom;ADU;NOT;Oeste
CIDADE ALTA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM1;ter;ADU;MAT;Norte
POTENGI;MASC;NEG;DETENTO;NI_ESC;ARMA_B;mai;SEM1;seg;ADU;MAT;Norte
LAGOA AZUL;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;mai;SEM5;ter;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;CASEIRO;EFC;ARMA_F;mai;SEM3;sáb;ADU;VES;Norte
PAJUÇARA;MASC;PAR;PEDREIRO;EFC;ARMA_F;mai;SEM3;ter;ADU;MAT;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;qua;ADU;NOT;Norte
PETRÓPOLIS;MASC;PAR;CALCETEIRO;EFC;ARMA_F;mai;SEM1;seg;ADU;NOT;Norte
CIDADE DA ESPERANÇA;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;mai;SEM3;dom;ADU;NOT;Oeste
PRAIA DO MEIO;MASC;PAR;VENDEDOR DE LOJA;EMC;ARMA_F;mai;SEM5;ter;ADU;NOT;Norte
IGAPÓ;FEM;PAR;DO LAR;EFC;ARMA_B;mai;SEM2;qua;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM3;sáb;ADU;NOT;Norte
ROCAS;MASC;PAR;ESTUDANTE A;PRE-E;ARMA_F;mar;SEM5;ter;CRI;NOT;Norte
PAJUÇARA;MASC;PAR;ESTUDANTE B;EFC;ARMA_F;mar;SEM1;qua;ADO;NOT;Norte
PAJUÇARA;MASC;NEG;ESTUDANTE B;EFC;ARMA_F;mar;SEM3;ter;ADO;MAT;Norte
SANTOS REIS;FEM;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;mar;SEM3;qui;ADO;MAT;Norte
ALECRIM;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;mar;SEM3;qua;ADU;NOT;Norte
FELIPE CAMARÃO;MASC;NEG;MARCENEIRO;EMC;ARMA_F;mar;SEM4;sex;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM4;sex;ADU;NOT;Oeste
LAGOA AZUL;MASC;NEG;FEIRANTE;NI_ESC;ARMA_F;mar;SEM3;dom;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;ASG;EFC;ARMA_F;mar;SEM1;qua;ADU;MAT;Norte
QUINTAS;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM3;qui;ADU;NOT;Oeste
CIDADE ALTA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM4;qua;ADU;MAD;Norte
CIDADE DA ESPERANÇA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM3;ter;ADU;VES;Oeste
CIDADE NOVA;MASC;NEG;MECANICO(A);EMC;ARMA_F;mar;SEM2;qui;ADU;NOT;Oeste
CIDADE NOVA;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM5;dom;ADU;NOT;Oeste
PITIMBU;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM5;seg;ADU;MAD;Sul
QUINTAS;MASC;PAR;DETENTO EM LIBERDADE CONDICIONAL;NI_ESC;ARMA_F;mar;SEM2;dom;ADU;VES;Oeste
FELIPE CAMARÃO;FEM;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;mar;SEM5;qua;ADU;NOT;Oeste
IGAPÓ;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM4;qua;ADU;NOT;Norte
LAGOA AZUL;MASC;NEG;SERVENTE DE OBRAS;EFC;ESPANC;mar;SEM2;dom;ADU;MAT;Norte
LAGOA NOVA;MASC;PAR;MOTORISTA;EMC;ARMA_F;mar;SEM4;qua;ADU;MAD;Sul
PAJUÇARA;MASC;PAR;DESEMPREGADO;NI_ESC;NI_INS;mar;SEM4;qua;ADU;MAT;Norte
POTENGI;MASC;NEG;DETENTO;NI_ESC;AMP;mar;SEM4;ter;ADU;MAT;Norte
BOM PASTOR;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM3;dom;ADU;MAT;Oeste
BOM PASTOR;FEM;BRA;DO LAR;EFC;ARMA_F;mar;SEM5;qua;ADU;VES;Oeste
PAJUÇARA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_B;mar;SEM5;seg;ADU;MAD;Norte
PAJUÇARA;MASC;NEG;VIGILANTE;EMC;ARMA_F;mar;SEM1;qui;ADU;NOT;Norte
FELIPE CAMARÃO;MASC;NEG;LAVADOR DE CARRO;EFC;ARMA_B;mar;SEM3;dom;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;ASG;EFC;ARMA_F;mar;SEM4;sex;ADU;VES;Oeste
POTENGI;MASC;NEG;EMBALADOR;EMC;ARMA_F;mar;SEM3;sex;ADU;NOT;Norte
BOM PASTOR;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;mar;SEM2;dom;ADU;VES;Oeste
NORDESTE;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM2;ter;ADU;MAT;Oeste
ROCAS;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;mar;SEM5;qua;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM5;seg;ADU;MAT;Norte
PITIMBU;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM3;seg;ADU;MAT;Sul
LAGOA NOVA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM4;sáb;ADU;MAD;Sul
BOM PASTOR;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM4;dom;ADU;MAD;Oeste
CIDADE ALTA;MASC;PAR;MORADOR DE RUA;NI_ESC;ARMA_B;mar;SEM4;sáb;ADU;NOT;Norte
FELIPE CAMARÃO;MASC;NEG;FRENTISTA;EMC;ARMA_F;mar;SEM3;dom;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM4;sex;ADU;NOT;Norte
PAJUÇARA;FEM;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;mar;SEM4;dom;ADU;MAT;Norte
CANDELÁRIA;FEM;NEG;ACOMPANHANTE INTIMO;NI_ESC;ARMA_F;mar;SEM4;sex;ADU;NOT;Sul
IGAPÓ;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;mar;SEM3;ter;ADU;NOT;Norte
IGAPÓ;MASC;PAR;VIGILANTE;EMC;ARMA_F;mar;SEM1;qua;ADU;MAD;Norte
NOVA DESCOBERTA;MASC;NEG;VENDEDOR DE LOJA;EMC;ARMA_F;mar;SEM4;sex;ADU;MAD;Sul
CIDADE NOVA;MASC;PAR;TECNICO EM ADESIVOS;EMC;ARMA_F;mar;SEM4;sáb;ADU;MAT;Oeste
MÃE LUÍZA;MASC;PAR;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;mar;SEM5;qui;ADU;VES;Norte
CIDADE ALTA;MASC;NEG;PEDREIRO;EFC;ARMA_F;mar;SEM5;dom;ADU;VES;Norte
CIDADE NOVA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM3;sáb;ADU;NOT;Oeste
PLANALTO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM5;seg;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;AMBULANTE;EFC;ARMA_B;mar;SEM3;qua;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;PEDREIRO;EFC;ARMA_F;mar;SEM4;seg;ADU;NOT;Oeste
NOSSA SENHORA DE NAZARÉ;MASC;NEG;PEDREIRO;EFC;ARMA_F;mar;SEM4;seg;ADU;MAT;Oeste
NI_BAIRRO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM1;qua;ADU;MAT;NI_ZONA
NOVA DESCOBERTA;MASC;BRA;COMERCIANTE;EMC;ARMA_F;mar;SEM1;sáb;ADU;VES;Sul
LAGOA AZUL;MASC;PAR;MECANICO(A);EMC;ARMA_F;mar;SEM3;sáb;ADU;MAD;Norte
LAGOA AZUL;MASC;NEG;AUTONOMO(A);EFC;ARMA_B;mar;SEM2;seg;ADU;NOT;Norte
PLANALTO;FEM;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;seg;ADO;MAT;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;ter;ADO;NOT;Oeste
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ESPANC;nov;SEM4;qui;ADO;VES;Norte
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;sáb;ADO;NOT;Oeste
QUINTAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;qui;ADU;VES;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;ter;ADU;NOT;Oeste
QUINTAS;MASC;PAR;FEIRANTE;NI_ESC;ARMA_F;nov;SEM2;sex;ADU;VES;Oeste
ROCAS;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM3;seg;ADU;NOT;Norte
CIDADE ALTA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;dom;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM2;sex;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;LAVADOR DE CARRO;EFC;ARMA_F;nov;SEM2;qui;ADU;NOT;Norte
LAGOA NOVA;MASC;PAR;FLANELINHA;EFC;ARMA_F;nov;SEM2;sex;ADU;MAT;Sul
PLANALTO;FEM;PAR;DO LAR;EFC;ARMA_F;nov;SEM3;ter;ADU;NOT;Oeste
POTENGI;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;nov;SEM3;dom;ADU;VES;Norte
CIDADE NOVA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;qui;ADU;MAD;Oeste
GUARAPES;MASC;PAR;SERVENTE DE PEDREIRO;NI_ESC;ARMA_F;nov;SEM1;qui;ADU;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;FEIRANTE;NI_ESC;ARMA_F;nov;SEM2;ter;ADU;VES;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;nov;SEM5;ter;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM4;qua;ADU;NOT;Norte
CANDELÁRIA;MASC;BRA;BOMBEIRO HIDRAULICO;NI_ESC;AMP;nov;SEM1;qua;ADU;NOT;Sul
FELIPE CAMARÃO;MASC;PAR;GESSEIRO;EFC;ARMA_F;nov;SEM5;qua;ADU;MAT;Oeste
FELIPE CAMARÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM3;seg;ADU;NOT;Oeste
QUINTAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM2;dom;ADU;MAT;Oeste
MÃE LUÍZA;MASC;PAR;SALADEIRO DE HOTEL;NI_ESC;ARMA_F;nov;SEM2;ter;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;nov;SEM3;qua;ADU;NOT;Norte
