BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
FELIPE CAMARÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;ago;SEM4;qui;ADU;NI_TUR;Norte
FELIPE CAMARÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM4;seg;ADU;NI_TUR;Norte
GUARAPES;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM3;seg;ADO;MAD;Oeste
GUARAPES;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM4;ter;ADU;NOT;Oeste
IGAPÓ;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM4;qui;ADU;MAD;Norte
IGAPÓ;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM4;qui;ADU;NI_TUR;Norte
IGAPÓ;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM1;qui;ADU;NI_TUR;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM1;sex;ADU;MAD;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jul;SEM3;qua;ADU;MAD;Norte
MÃE LUÍZA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;dez;SEM4;qua;ADU;NI_TUR;Leste
MÃE LUÍZA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;fev;SEM2;ter;ADU;VES;Leste
MÃE LUÍZA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM2;dom;ADU;NI_TUR;Leste
MÃE LUÍZA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_B;nov;SEM2;ter;ADU;NI_TUR;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;ago;SEM4;qua;ADU;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_B;mai;SEM3;qui;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_B;dez;SEM3;qua;ADU;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_B;abr;SEM3;seg;ADU;MAD;Norte
PAJUÇARA;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM2;qui;ADU;MAD;Norte
PAJUÇARA;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM2;qui;ADU;MAD;Norte
PAJUÇARA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM4;seg;ADU;NI_TUR;Norte
PAJUÇARA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;dez;SEM4;dom;ADU;NI_TUR;Norte
PAJUÇARA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM2;dom;ADU;MAD;Norte
PAJUÇARA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM4;seg;ADU;MAD;Norte
PLANALTO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM3;seg;ADO;NI_TUR;Oeste
PLANALTO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM4;qui;ADU;NI_TUR;Oeste
POTENGI;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM1;sex;ADU;NI_TUR;Norte
POTENGI;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM2;sex;ADU;NI_TUR;Norte
QUINTAS;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM2;qua;ADU;NI_TUR;Oeste
QUINTAS;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_B;ago;SEM4;dom;ADU;NI_TUR;Oeste
REDINHA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM4;dom;ADU;NOT;Norte
TIROL;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM4;ter;ADU;NOT;Leste
MÃE LUÍZA;MASC;PAR;SERVIDOR PUBLICO;SUP;ARMA_F;jan;SEM1;dom;ADU;NOT;Leste
POTENGI;MASC;PAR;SERVIDOR PUBLICO;SUP;ARMA_F;mar;SEM1;sex;ADU;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;SOLDADOR;EFC;ARMA_F;abr;SEM3;dom;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;SOLDADOR;EFC;ARMA_F;out;SEM4;ter;ADU;NI_TUR;Norte
PLANALTO;MASC;PAR;SOLDADOR;EFC;ARMA_F;nov;SEM3;qua;ADU;NI_TUR;Oeste
IGAPÓ;MASC;PAR;TAXISTA;EMC;ARMA_F;jun;SEM1;sex;ADU;NOT;Norte
POTENGI;MASC;PAR;TAXISTA;EMC;ARMA_F;ago;SEM4;dom;ADU;NI_TUR;Norte
CIDADE NOVA;MASC;BRA;TECNICO EM INFORMATICA;EMC;ARMA_F;dez;SEM4;dom;ADU;NI_TUR;Oeste
BOM PASTOR;MASC;NEG;TECNICO EM REFRIGERACAO;EMC;ARMA_F;ago;SEM4;ter;ADU;NI_TUR;Oeste
ALECRIM;MASC;NEG;VENDEDOR DE LOJA;EMC;ARMA_F;nov;SEM4;qui;ADU;NI_TUR;Leste
CIDADE NOVA;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;set;SEM4;seg;ADU;NI_TUR;Oeste
CIDADE NOVA;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;set;SEM4;seg;ADU;NI_TUR;Oeste
CIDADE NOVA;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;mai;SEM2;sex;ADU;MAD;Oeste
CIDADE NOVA;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;set;SEM4;seg;ADU;NI_TUR;Oeste
IGAPÓ;MASC;PAR;VENDEDOR DE LOJA;EMC;ARMA_F;jul;SEM2;qua;ADU;MAD;Norte
LAGOA AZUL;MASC;PAR;VENDEDOR DE LOJA;EMC;ARMA_F;nov;SEM4;dom;ADU;NI_TUR;Norte
NORDESTE;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;set;SEM4;dom;ADO;NI_TUR;Oeste
PAJUÇARA;MASC;BRA;VENDEDOR DE LOJA;EMC;ARMA_F;out;SEM3;qua;ADU;NI_TUR;Norte
REDINHA;MASC;NEG;VENDEDOR DE LOJA;EMC;ARMA_F;mai;SEM4;ter;ADU;NI_TUR;Norte
FELIPE CAMARÃO;MASC;BRA;VIDRACEIRO;EMC;ARMA_F;dez;SEM3;ter;ADU;NI_TUR;Norte
LAGOA AZUL;MASC;PAR;VIGIA;EMC;ARMA_F;mai;SEM4;sex;ADU;MAD;Norte
LAGOA AZUL;MASC;PAR;VIGILANTE;EMC;ARMA_B;mai;SEM3;qua;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;VIGILANTE;EMC;ARMA_B;mar;SEM4;sáb;ADU;NI_TUR;Norte
PAJUÇARA;MASC;PAR;VIGILANTE;EMC;ARMA_F;fev;SEM4;qui;ADU;NOT;Norte
