BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
FELIPE CAMARÃO;MASC;PAR;CARROCEIRO;EFC;ARMA_F;mai;SEM1;sex;mai;MAT;Oeste
FELIPE CAMARÃO;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;jun;SEM3;dom;jun;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM4;dom;set;NI_TUR;Oeste
IGAPÓ;MASC;NEG;PEDREIRO;EFC;ARMA_F;mar;SEM2;dom;mar;NI_TUR;Norte
IGAPÓ;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM5;qui;out;VES;Norte
IGAPÓ;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;jul;SEM2;ter;jul;VES;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;mai;SEM5;qui;mai;NOT;Norte
LAGOA AZUL;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM3;dom;fev;MAT;Norte
LAGOA AZUL;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM5;ter;out;NOT;Norte
MÃE LUÍZA;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;abr;SEM1;sáb;abr;NOT;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;AUTONOMO(A);EFC;ARMA_F;dez;SEM4;sex;dez;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;PINTOR;EFC;ARMA_F;set;SEM3;ter;set;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;GARCOM;EMC;ARMA_F;mar;SEM4;seg;mar;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM6;dom;mai;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM5;dom;ago;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ESPANC;jun;SEM2;dom;jun;NOT;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM2;seg;fev;NOT;Norte
PLANALTO;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;jan;SEM3;dom;jan;NOT;Oeste
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_B;out;SEM1;qui;out;MAD;Oeste
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM4;sex;out;NOT;Oeste
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mar;SEM2;sex;mar;NOT;Oeste
POTENGI;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_B;jun;SEM3;sáb;jun;VES;Norte
QUINTAS;MASC;BRA;PINTOR;EFC;ARMA_F;jul;SEM4;sex;jul;MAD;Oeste
QUINTAS;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;mar;SEM3;qua;mar;NOT;Oeste
QUINTAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM5;dom;set;MAT;Oeste
CIDADE ALTA;MASC;PAR;ASG;EFC;ARMA_F;abr;SEM5;dom;abr;VES;Leste
CIDADE ALTA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM2;sáb;nov;MAD;Leste
CIDADE DA ESPERANÇA;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;mai;SEM1;sáb;mai;MAD;Oeste
CIDADE NOVA;MASC;NEG;ENTREGADOR;EFC;ARMA_F;out;SEM5;qua;out;NOT;Oeste
CIDADE NOVA;MASC;PAR;CARROCEIRO;EFC;ARMA_F;mai;SEM4;dom;mai;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM3;dom;jul;MAT;Oeste
FELIPE CAMARÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM1;sex;nov;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;ASG;EFC;ARMA_F;nov;SEM2;dom;nov;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;dez;SEM5;dom;dez;NOT;Oeste
LAGOA AZUL;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM4;dom;set;MAD;Norte
LAGOA AZUL;MASC;NEG;ASG;EFC;ARMA_F;out;SEM2;qua;out;MAD;Norte
LAGOA AZUL;MASC;PAR;DETENTO FUGITIVO;NI_ESC;ARMA_F;jul;SEM1;qui;jul;NOT;Norte
MÃE LUÍZA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM3;ter;out;NOT;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;ASG;EFC;ARMA_F;mar;SEM4;ter;mar;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;dom;nov;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM5;sex;out;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM2;ter;nov;MAD;Norte
PAJUÇARA;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;set;SEM4;qui;set;MAD;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;qui;mai;MAD;Norte
PLANALTO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;dez;SEM5;ter;dez;VES;Oeste
PLANALTO;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;dez;SEM3;dom;dez;VES;Oeste
PONTA NEGRA;MASC;NEG;BISCATEIRO;EFC;ARMA_F;dez;SEM3;qui;dez;MAT;Sul
QUINTAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;dez;SEM5;qui;dez;VES;Oeste
ROCAS;MASC;PAR;SOLDADOR;EFC;ARMA_B;dez;SEM4;sex;dez;NOT;Leste
ROCAS;MASC;NEG;AUTONOMO(A);EFC;ARMA_F;nov;SEM2;ter;nov;VES;Leste
ROCAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM6;dom;mai;NOT;Leste
ALECRIM;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;ago;SEM4;qui;ago;NOT;Leste
ALECRIM;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM3;sáb;out;VES;Leste
BOM PASTOR;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM1;qua;set;NI_TUR;Oeste
CIDADE NOVA;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;dez;SEM2;sex;dez;VES;Oeste
DIX-SEPT ROSADO;MASC;BRA;AUXILIAR DE PIZZAIOLO;EMC;ARMA_F;fev;SEM1;dom;fev;NOT;Oeste
DIX-SEPT ROSADO;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM5;seg;jul;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;jun;SEM5;dom;jun;NOT;Oeste
IGAPÓ;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;fev;SEM2;ter;fev;MAD;Norte
IGAPÓ;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;nov;SEM4;dom;nov;VES;Norte
LAGOA AZUL;MASC;PAR;MOTORISTA;EMC;ARMA_F;jun;SEM2;sex;jun;NOT;Norte
LAGOA SECA;MASC;NEG;GARCOM;EMC;ARMA_F;out;SEM5;qua;out;VES;Leste
NI_BAIRRO;MASC;NEG;VENDEDOR DE LOJA;EMC;ARMA_F;out;SEM2;dom;out;NI_TUR;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM2;sáb;mai;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;MARCENEIRO;EMC;ARMA_F;jun;SEM1;qui;jun;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;FEM;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;nov;SEM1;qua;nov;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;sex;jun;NOT;Norte
NOVA DESCOBERTA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM4;qua;out;VES;Sul
NOVA DESCOBERTA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM5;dom;nov;NOT;Sul
PAJUÇARA;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;jan;SEM2;qua;jan;NOT;Norte
PAJUÇARA;MASC;NEG;PINTOR;EFC;ARMA_F;abr;SEM4;qua;abr;NOT;Norte
PAJUÇARA;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jun;SEM2;qui;jun;NOT;Norte
PAJUÇARA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM2;ter;set;NOT;Norte
PLANALTO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM3;sex;nov;MAT;Oeste
POTENGI;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jan;SEM2;qui;jan;NOT;Norte
POTENGI;MASC;PAR;DETENTO;NI_ESC;AMP;out;SEM2;seg;out;NI_TUR;Norte
QUINTAS;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM2;ter;jan;NI_TUR;Oeste
ROCAS;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;set;SEM5;dom;set;NOT;Leste
ROCAS;MASC;NEG;REPOSITOR DE ESTOQUE;EMC;ARMA_F;set;SEM4;sex;set;VES;Leste
BOM PASTOR;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM3;sáb;mar;MAD;Oeste
BOM PASTOR;MASC;NEG;ASG;EFC;ARMA_F;out;SEM3;dom;out;VES;Oeste
BOM PASTOR;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;mai;SEM5;sex;mai;NOT;Oeste
BOM PASTOR;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;abr;SEM1;sáb;abr;NOT;Oeste
CANDELÁRIA;MASC;BRA;FLANELINHA;EFC;ARMA_F;abr;SEM1;sex;abr;MAT;Sul
CIDADE DA ESPERANÇA;MASC;PAR;MORADOR DE RUA;NI_ESC;ARMA_B;nov;SEM2;ter;nov;NOT;Oeste
CIDADE DA ESPERANÇA;FEM;NEG;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM3;seg;set;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;PINTOR;EFC;ARMA_F;nov;SEM3;dom;nov;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM3;dom;jun;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;abr;SEM1;sex;abr;NOT;Oeste
LAGOA AZUL;MASC;NEG;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;abr;SEM5;ter;abr;MAT;Norte
MÃE LUÍZA;MASC;BRA;PEDREIRO;EFC;ARMA_F;abr;SEM3;seg;abr;NOT;Leste
NI_BAIRRO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM2;qua;out;NI_TUR;NI_ZONA
NI_BAIRRO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;ago;SEM5;ter;ago;NI_TUR;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;AUXILIAR DE MECANICO;EFC;ARMA_F;jan;SEM5;dom;jan;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;CATADOR DE RECICLAVEIS;EFC;ARMA_F;dez;SEM3;qui;dez;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM2;sáb;mar;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;ASG;EFC;ARMA_F;dez;SEM4;sáb;dez;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;abr;SEM3;qua;abr;NI_TUR;Norte
PLANALTO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM3;seg;mai;VES;Oeste
PLANALTO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;fev;SEM1;qua;fev;NOT;Oeste
POTENGI;FEM;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;nov;SEM5;dom;nov;MAD;Norte
POTENGI;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;nov;SEM5;dom;nov;MAD;Norte
POTENGI;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM2;sáb;fev;NOT;Norte
PRAIA DO MEIO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM5;sáb;out;NOT;Leste
SANTOS REIS;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;jan;SEM1;sáb;jan;MAD;Leste
BOM PASTOR;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM5;dom;jun;NOT;Oeste
CIDADE DA ESPERANÇA;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;jul;SEM4;sex;jul;NOT;Oeste
CIDADE NOVA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM1;ter;mar;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;LANTERNEIRO;EFC;ARMA_F;mar;SEM3;ter;mar;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;dom;nov;VES;Oeste
GUARAPES;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM4;qua;mar;NOT;Oeste
IGAPÓ;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM3;sáb;mar;NOT;Norte
LAGOA AZUL;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;abr;SEM5;qui;abr;MAD;Norte
LAGOA AZUL;MASC;PAR;ASG;EFC;ARMA_F;nov;SEM2;sáb;nov;VES;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM2;dom;nov;NOT;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM1;sáb;jun;NOT;Norte
LAGOA SECA;MASC;NEG;GARCOM;EMC;ARMA_F;jan;SEM4;ter;jan;NOT;Leste
PAJUÇARA;MASC;BRA;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;jul;SEM4;sex;jul;NOT;Norte
PLANALTO;MASC;NEG;ASG;EFC;ARMA_F;ago;SEM4;seg;ago;NOT;Oeste
PLANALTO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM6;seg;ago;NI_TUR;Oeste
POTENGI;MASC;BRA;DETENTO;NI_ESC;AMP;ago;SEM5;ter;ago;NI_TUR;Norte
QUINTAS;MASC;PAR;ARTESAO;SUP;ARMA_F;ago;SEM2;sáb;ago;NOT;Oeste
REDINHA;MASC;PAR;CARROCEIRO;EFC;ARMA_F;set;SEM3;dom;set;NOT;Norte
ROCAS;MASC;PAR;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;dez;SEM5;ter;dez;NOT;Leste
SANTOS REIS;MASC;NEG;DESEMPREGADO;NI_ESC;ESPANC;nov;SEM4;sáb;nov;VES;Leste
SANTOS REIS;MASC;PAR;DESOCUPADO(A);NI_ESC;ESPANC;jan;SEM2;dom;jan;NI_TUR;Leste
TIROL;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;fev;SEM1;seg;fev;VES;Leste
BOM PASTOR;FEM;PAR;EDIFICACAO;EMC;ARMA_B;set;SEM3;sex;set;NI_TUR;Oeste
BOM PASTOR;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mar;SEM1;qua;mar;VES;Oeste
CIDADE ALTA;MASC;PAR;ARMADOR DE FERRAGENS;EFC;ARMA_F;set;SEM4;qua;set;NOT;Leste
CIDADE ALTA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;sex;jun;MAD;Leste
CIDADE ALTA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;set;SEM2;seg;set;NOT;Leste
CIDADE ALTA;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jul;SEM2;sex;jul;VES;Leste
FELIPE CAMARÃO;MASC;PAR;MARCENEIRO;EMC;ARMA_B;abr;SEM5;dom;abr;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_B;mai;SEM3;dom;mai;MAD;Oeste
FELIPE CAMARÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM2;seg;ago;MAT;Oeste
GUARAPES;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;jul;SEM4;sex;jul;NOT;Oeste
