BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
GUARAPES;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;ago;SEM6;dom;ago;NOT;Oeste
IGAPÓ;MASC;PAR;PINTOR;EFC;ARMA_F;abr;SEM5;seg;abr;MAT;Norte
IGAPÓ;MASC;PAR;CALCETEIRO;EFC;ARMA_F;abr;SEM4;sáb;abr;NOT;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;ter;jun;NOT;Norte
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM3;sex;jul;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;AUTONOMO(A);EFC;ARMA_F;dez;SEM4;sex;dez;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;GARCOM;EMC;ARMA_F;set;SEM5;dom;set;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jan;SEM5;qui;jan;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jan;SEM3;qua;jan;NOT;Norte
PAJUÇARA;FEM;PAR;DO LAR;EFC;ARMA_F;mai;SEM5;seg;mai;VES;Norte
PAJUÇARA;MASC;PAR;GARI;EFC;ARMA_F;mai;SEM5;sex;mai;NOT;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM3;sex;set;NI_TUR;Norte
PETRÓPOLIS;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;jan;SEM5;sáb;jan;NOT;Leste
PLANALTO;FEM;PAR;DO LAR;EFC;ARMA_F;fev;SEM2;ter;fev;NOT;Oeste
PONTA NEGRA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_B;abr;SEM2;dom;abr;MAD;Sul
POTENGI;MASC;PAR;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;fev;SEM1;qua;fev;NOT;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM1;sex;set;VES;Norte
POTENGI;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;sex;jun;NOT;Norte
POTENGI;MASC;PAR;DETENTO;NI_ESC;AMP;nov;SEM3;ter;nov;MAT;Norte
PRAIA DO MEIO;MASC;PAR;PINTOR;EFC;ARMA_F;ago;SEM4;dom;ago;NOT;Leste
QUINTAS;FEM;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;dez;SEM4;ter;dez;MAD;Oeste
REDINHA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM4;dom;abr;MAD;Norte
REDINHA;MASC;PAR;LOJISTA ;SUP;ARMA_F;mar;SEM3;ter;mar;VES;Norte
TIROL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM5;dom;ago;NI_TUR;Leste
TIROL;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_B;set;SEM3;qui;set;NI_TUR;Leste
CANDELÁRIA;MASC;BRA;CARPINTEIRO;EFC;ARMA_F;mar;SEM1;qui;mar;NI_TUR;Sul
CIDADE ALTA;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;seg;jun;VES;Leste
CIDADE DA ESPERANÇA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mar;SEM3;sex;mar;VES;Oeste
DIX-SEPT ROSADO;MASC;NEG;AUXILIAR DE MARCENEIRO;EFC;ARMA_F;mar;SEM1;dom;mar;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM1;ter;jun;MAD;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM3;qui;nov;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;SEM PROFISSAO;NI_ESC;ARMA_F;nov;SEM4;qua;nov;MAT;Oeste
FELIPE CAMARÃO;FEM;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;seg;jun;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;dom;mai;MAT;Oeste
IGAPÓ;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;abr;SEM2;dom;abr;MAT;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM5;qui;jul;NI_TUR;Norte
MÃE LUÍZA;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;ago;SEM2;sáb;ago;NOT;Leste
NORDESTE;FEM;PAR;DO LAR;EFC;ARMA_F;out;SEM4;dom;out;MAT;Oeste
NOSSA SENHORA DE NAZARÉ;FEM;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;qui;jul;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM4;dom;jan;MAD;Norte
PAJUÇARA;MASC;NEG;FRENTISTA;EMC;ARMA_F;set;SEM1;sex;set;MAD;Norte
PONTA NEGRA;MASC;PAR;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;set;SEM1;sex;set;MAD;Sul
POTENGI;MASC;PAR;DETENTO;NI_ESC;AMP;out;SEM2;seg;out;NI_TUR;Norte
REDINHA;MASC;NEG;RECICLADOR;NI_ESC;ARMA_F;set;SEM5;dom;set;MAD;Norte
ROCAS;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;abr;SEM4;dom;abr;NOT;Leste
ALECRIM;MASC;PAR;PINTOR;EFC;ARMA_F;out;SEM2;sex;out;NOT;Leste
BOM PASTOR;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM4;qui;nov;NOT;Oeste
CIDADE NOVA;MASC;PAR;RECEPCIONISTA;SUP;ARMA_F;abr;SEM5;seg;abr;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM3;dom;nov;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;ASG;EFC;ARMA_F;jan;SEM2;qui;jan;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM5;dom;set;NOT;Oeste
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM1;qua;nov;NOT;Norte
IGAPÓ;MASC;NEG;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jan;SEM4;sáb;jan;NOT;Norte
NI_BAIRRO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_B;dez;SEM5;dom;dez;MAT;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;COSTUREIRO(A);EFC;ARMA_F;out;SEM5;seg;out;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM5;ter;mai;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;fev;SEM4;sáb;fev;NI_TUR;Norte
PAJUÇARA;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM5;dom;set;MAD;Norte
PAJUÇARA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM1;qui;jul;VES;Norte
PLANALTO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM4;dom;out;MAT;Oeste
PLANALTO;MASC;NEG;DETENTO FUGITIVO;NI_ESC;ARMA_F;nov;SEM2;dom;nov;NOT;Oeste
PLANALTO;MASC;NEG;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jan;SEM3;seg;jan;NI_TUR;Oeste
POTENGI;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;dom;nov;MAD;Norte
QUINTAS;MASC;BRA;ESTUDANTE C;EMC;ARMA_F;out;SEM1;sáb;out;NI_TUR;Oeste
QUINTAS;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_B;jan;SEM3;qua;jan;NI_TUR;Oeste
QUINTAS;MASC;PAR;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;nov;SEM2;sex;nov;NOT;Oeste
REDINHA;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jun;SEM2;qui;jun;NOT;Norte
BOM PASTOR;MASC;NEG;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;out;SEM4;dom;out;VES;Oeste
CIDADE ALTA;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;mar;SEM1;qua;mar;NI_TUR;Leste
FELIPE CAMARÃO;MASC;NEG;PINTOR;EFC;ARMA_F;nov;SEM3;seg;nov;MAD;Oeste
FELIPE CAMARÃO;FEM;NEG;AUTONOMO(A);EFC;ARMA_F;out;SEM4;dom;out;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;MONTADOR DE MOVEIS;EMC;ARMA_F;set;SEM1;ter;set;NI_TUR;Oeste
IGAPÓ;MASC;NEG;GARCOM;EMC;ARMA_F;set;SEM2;dom;set;MAD;Norte
LAGOA AZUL;MASC;NEG;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jan;SEM4;qua;jan;MAT;Norte
LAGOA AZUL;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;abr;SEM1;sex;abr;MAT;Norte
MÃE LUÍZA;MASC;PAR;SERRALHEIRO;EMC;ARMA_F;fev;SEM3;sáb;fev;NOT;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;MOTORISTA;EMC;ARMA_F;mai;SEM1;sáb;mai;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;AUXILIAR DE ELETRICISTA;EMC;ARMA_F;dez;SEM2;dom;dez;NOT;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM5;sáb;mai;VES;Norte
PLANALTO;MASC;PAR;PINTOR;EFC;ARMA_F;jul;SEM2;sex;jul;NOT;Oeste
PLANALTO;MASC;PAR;MOTOBOY;EMC;ARMA_F;abr;SEM3;seg;abr;MAT;Oeste
PLANALTO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;dez;SEM2;qua;dez;VES;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mar;SEM3;qua;mar;VES;Oeste
PLANALTO;MASC;PAR;ESTUDANTE D;SUP;ARMA_F;out;SEM5;ter;out;VES;Oeste
POTENGI;FEM;PAR;DO LAR;EFC;ARMA_F;fev;SEM2;qua;fev;MAD;Norte
POTENGI;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;out;SEM4;qua;out;VES;Norte
POTENGI;MASC;PAR;DETENTO;NI_ESC;ESPANC;dez;SEM2;dom;dez;NI_TUR;Norte
QUINTAS;MASC;BRA;AUTONOMO(A);EFC;ARMA_F;out;SEM4;ter;out;NOT;Oeste
QUINTAS;MASC;BRA;PROPRIETARIO DE LOJAS;SUP;ARMA_F;jul;SEM5;dom;jul;NOT;Oeste
REDINHA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM3;dom;set;NOT;Norte
REDINHA;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_F;mar;SEM1;sáb;mar;NI_TUR;Norte
BOM PASTOR;MASC;PAR;GARI;EFC;ARMA_F;mai;SEM5;qua;mai;NOT;Oeste
CIDADE DA ESPERANÇA;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;fev;SEM4;sáb;fev;MAT;Oeste
FELIPE CAMARÃO;MASC;BRA;SEGURANCA;EMC;ARMA_F;jul;SEM4;sáb;jul;MAD;Oeste
FELIPE CAMARÃO;MASC;NEG;PORTEIRO;EMC;ARMA_F;jun;SEM3;qui;jun;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;set;SEM5;dom;set;NOT;Oeste
IGAPÓ;MASC;PAR;SOLDADOR;EFC;ARMA_B;fev;SEM4;sáb;fev;MAD;Norte
IGAPÓ;MASC;NEG;COBRADOR(A) EM COLETIVOS;EMC;ARMA_F;jul;SEM2;dom;jul;NOT;Norte
IGAPÓ;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM2;seg;mar;MAT;Norte
LAGOA AZUL;MASC;NEG;ASG;EFC;ARMA_F;out;SEM5;seg;out;NOT;Norte
LAGOA AZUL;FEM;PAR;DO LAR;EFC;ARMA_F;jan;SEM3;dom;jan;NI_TUR;Norte
LAGOA AZUL;MASC;NEG;PEDREIRO;EFC;ARMA_F;ago;SEM4;sex;ago;NOT;Norte
LAGOA AZUL;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;nov;SEM1;qui;nov;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;mai;SEM5;sex;mai;NOT;Norte
NOVA DESCOBERTA;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;jul;SEM2;sáb;jul;VES;Sul
PAJUÇARA;FEM;PAR;DO LAR;EFC;ESPANC;abr;SEM5;dom;abr;VES;Norte
PAJUÇARA;MASC;BRA;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jan;SEM3;dom;jan;NI_TUR;Norte
PAJUÇARA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM3;qua;set;MAD;Norte
PLANALTO;MASC;BRA;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;abr;SEM3;dom;abr;NOT;Oeste
PONTA NEGRA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM4;dom;dez;MAD;Sul
POTENGI;MASC;PAR;DETENTO;NI_ESC;OVERfOR;out;SEM3;sáb;out;NOT;Norte
POTENGI;MASC;BRA;DETENTO;NI_ESC;AMP;ago;SEM5;seg;ago;NI_TUR;Norte
QUINTAS;MASC;NEG;SOLDADOR;EFC;ARMA_F;jan;SEM2;seg;jan;NOT;Oeste
QUINTAS;MASC;PAR;MECANICO(A);EMC;ARMA_F;jun;SEM5;dom;jun;NOT;Oeste
REDINHA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM2;ter;mai;NOT;Norte
REDINHA;MASC;NEG;PESCADOR;NI_ESC;ARMA_F;abr;SEM2;qua;abr;VES;Norte
TIROL;MASC;PAR;VENDEDOR DE LOJA;EMC;ARMA_B;jul;SEM3;qua;jul;NOT;Leste
CIDADE DA ESPERANÇA;MASC;NEG;MECANICO(A);EMC;ARMA_F;out;SEM4;qua;out;NOT;Oeste
DIX-SEPT ROSADO;MASC;NEG;TECNICO EM REFRIGERACAO;EMC;ARMA_F;jul;SEM2;dom;jul;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;ago;SEM3;qui;ago;VES;Oeste
MÃE LUÍZA;MASC;NEG;CARROCEIRO;EFC;ARMA_F;out;SEM3;dom;out;NOT;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;PESCADOR;NI_ESC;ARMA_B;mar;SEM2;dom;mar;NI_TUR;Norte
PAJUÇARA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;set;SEM5;dom;set;MAD;Norte
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;sáb;jul;MAT;Oeste
PONTA NEGRA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;ago;SEM2;sáb;ago;NOT;Sul
POTENGI;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM3;sex;mar;NOT;Norte
POTENGI;FEM;PAR;BALCONISTA;EMC;ARMA_F;out;SEM5;seg;out;NOT;Norte
QUINTAS;MASC;PAR;FEIRANTE;NI_ESC;ARMA_B;jun;SEM4;qua;jun;MAD;Oeste
CIDADE ALTA;MASC;NEG;COMERCIANTE;EMC;ARMA_F;jul;SEM3;seg;jul;MAT;Leste
CIDADE ALTA;FEM;PAR;SEM PROFISSAO;NI_ESC;ARMA_B;dez;SEM5;ter;dez;VES;Leste
GUARAPES;MASC;NEG;IMPRESSOR GRAFICO;EMC;ARMA_F;jan;SEM5;seg;jan;NI_TUR;Oeste
NOSSA SENHORA DE NAZARÉ;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;qui;jul;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;VENDEDOR AMBULANTE;NI_ESC;ARMA_F;abr;SEM2;dom;abr;NOT;Norte
POTENGI;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;nov;SEM3;sex;nov;NOT;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM3;sex;set;NI_TUR;Norte
PRAIA DO MEIO;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;mar;SEM4;seg;mar;NI_TUR;Leste
QUINTAS;MASC;PAR;CAPOTEIRO;EFC;ARMA_F;abr;SEM1;qua;abr;NOT;Oeste
REDINHA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;sex;jul;MAD;Norte
CANDELÁRIA;MASC;NEG;FLANELINHA;EFC;ARMA_B;jan;SEM5;qua;jan;NI_TUR;Sul
DIX-SEPT ROSADO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_B;jan;SEM5;sáb;jan;MAD;Oeste
FELIPE CAMARÃO;FEM;BRA;CAMAREIRA;EMC;ARMA_F;abr;SEM5;seg;abr;MAD;Oeste
FELIPE CAMARÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM4;dom;fev;NOT;Oeste
IGAPÓ;MASC;NEG;VIGILANTE;EMC;ARMA_F;jan;SEM4;sáb;jan;NOT;Norte
MÃE LUÍZA;MASC;NEG;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;jan;SEM5;sáb;jan;NOT;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jun;SEM1;ter;jun;NOT;Norte
PAJUÇARA;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM2;seg;jun;MAT;Norte
PAJUÇARA;MASC;NEG;MORADOR DE RUA;NI_ESC;ARMA_F;set;SEM5;dom;set;NOT;Norte
QUINTAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_B;jan;SEM2;qui;jan;NOT;Oeste
REDINHA;MASC;NEG;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;out;SEM2;seg;out;NI_TUR;Norte
REDINHA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;ago;SEM5;seg;ago;NI_TUR;Norte
BOM PASTOR;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM5;seg;nov;NOT;Oeste
CIDADE ALTA;MASC;NEG;MORADOR DE RUA;NI_ESC;ARMA_B;dez;SEM2;sex;dez;MAD;Leste
CIDADE DA ESPERANÇA;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_B;mar;SEM3;seg;mar;NI_TUR;Oeste
NEÓPOLIS;MASC;PAR;VIGILANTE;EMC;ARMA_F;jul;SEM2;seg;jul;NOT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM1;qua;nov;NOT;Norte
PAJUÇARA;MASC;NEG;POLICIAL MILITAR;SUP;ARMA_F;set;SEM4;sáb;set;VES;Norte
POTENGI;MASC;PAR;PEDREIRO;EFC;ARMA_F;jun;SEM1;sex;jun;MAD;Norte
POTENGI;MASC;NEG;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;mar;SEM1;sex;mar;NI_TUR;Norte
ROCAS;FEM;PAR;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;ago;SEM4;seg;ago;NOT;Leste
ROCAS;MASC;NEG;PROPRIETARIO DE LOJAS;SUP;ARMA_F;nov;SEM1;dom;nov;NOT;Leste
ALECRIM;MASC;BRA;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;abr;SEM1;sex;abr;MAT;Leste
ALECRIM;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;set;SEM4;sáb;set;NOT;Leste
MÃE LUÍZA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM3;sex;set;NOT;Leste
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;AUXILIAR DE COZINHA;EMC;ARMA_F;nov;SEM2;ter;nov;NOT;Norte
PAJUÇARA;MASC;NEG;MECANICO(A);EMC;ARMA_F;nov;SEM4;qui;nov;MAT;Norte
PLANALTO;MASC;NEG;ESTUDANTE D;SUP;ARMA_F;jan;SEM3;dom;jan;NOT;Oeste
POTENGI;MASC;NEG;SEGURANCA;EMC;ARMA_F;abr;SEM2;ter;abr;NOT;Norte
ALECRIM;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;set;SEM3;seg;set;NI_TUR;Leste
CAPIM MACIO;MASC;PAR;MORADOR DE RUA;NI_ESC;ARMA_B;ago;SEM4;sex;ago;NI_TUR;Sul
FELIPE CAMARÃO;MASC;PAR;SEGURANCA;EMC;ARMA_F;nov;SEM1;dom;nov;MAD;Oeste
IGAPÓ;MASC;NEG;PEDREIRO;EFC;ARMA_F;jan;SEM2;seg;jan;NOT;Norte
MÃE LUÍZA;MASC;NEG;SEGURANCA;EMC;ARMA_F;jan;SEM5;sáb;jan;NI_TUR;Leste
NI_BAIRRO;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;mar;SEM4;dom;mar;NOT;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;mai;SEM5;sáb;mai;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM4;sáb;set;NI_TUR;Norte
PLANALTO;MASC;BRA;MOTORISTA;EMC;ARMA_F;fev;SEM3;ter;fev;NOT;Oeste
PONTA NEGRA;MASC;PAR;AUTONOMO(A);EFC;ARMA_B;out;SEM4;ter;out;NOT;Sul
PONTA NEGRA;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_F;fev;SEM1;ter;fev;MAT;Sul
REDINHA;MASC;PAR;GARCOM;EMC;ARMA_F;ago;SEM5;seg;ago;NI_TUR;Norte
CIDADE ALTA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM2;qui;abr;VES;Leste
FELIPE CAMARÃO;MASC;NEG;CATADOR DE RECICLAVEIS;EFC;ARMA_F;nov;SEM3;dom;nov;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM3;ter;set;VES;Oeste
IGAPÓ;FEM;PAR;DO LAR;EFC;ARMA_F;fev;SEM3;sex;fev;NOT;Norte
LAGOA NOVA;MASC;NEG;PESCADOR;NI_ESC;ARMA_F;out;SEM4;ter;out;NOT;Sul
NI_BAIRRO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM2;ter;out;NI_TUR;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM6;dom;mai;MAT;Norte
PLANALTO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;dom;mai;NOT;Oeste
PONTA NEGRA;MASC;PAR;GERENTE;SUP;ARMA_F;jun;SEM4;seg;jun;NOT;Sul
POTENGI;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;fev;SEM2;seg;fev;VES;Norte
QUINTAS;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM5;ter;mai;VES;Oeste
REDINHA;MASC;NEG;ASG;EFC;ARMA_B;mar;SEM2;sáb;mar;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;abr;SEM3;seg;abr;NOT;Norte
BOM PASTOR;MASC;PAR;COMERCIANTE;EMC;ARMA_F;mai;SEM5;qui;mai;MAT;Oeste
NI_BAIRRO;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;mar;SEM4;dom;mar;NOT;NI_ZONA
NOSSA SRA DA APRESENTAÇÃO;MASC;NEG;MECANICO(A);EMC;ARMA_F;set;SEM4;dom;set;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_B;mai;SEM6;dom;mai;NOT;Norte
PAJUÇARA;MASC;PAR;PROFESSOR;SUP;ARMA_F;jan;SEM3;seg;jan;NOT;Norte
RIBEIRA;FEM;PAR;NI_PROF;NI_ESC;ARMA_B;jul;SEM5;qui;jul;MAD;Leste
ROCAS;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;jan;SEM2;sex;jan;NI_TUR;Leste
ALECRIM;MASC;BRA;EMPRESARIO(A);SUP;ARMA_F;ago;SEM4;qua;ago;NI_TUR;Leste
FELIPE CAMARÃO;MASC;NEG;VENDEDOR AUTONOMO;EFC;ARMA_B;abr;SEM2;dom;abr;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;CATADOR DE RECICLAVEIS;EFC;ARMA_F;nov;SEM4;ter;nov;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;PEDREIRO;EFC;ESPANC;set;SEM1;qua;set;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;FEIRANTE;NI_ESC;ARMA_F;nov;SEM5;seg;nov;NOT;Oeste
LAGOA AZUL;MASC;NEG;MORADOR DE RUA;NI_ESC;ARMA_F;set;SEM5;dom;set;NOT;Norte
NORDESTE;FEM;BRA;DO LAR;EFC;AMP;dez;SEM2;seg;dez;MAD;Oeste
PAJUÇARA;MASC;PAR;COMERCIANTE;EMC;ARMA_F;dez;SEM5;ter;dez;NOT;Norte
QUINTAS;MASC;PAR;INDUSTRIARIO;EFC;ARMA_F;jan;SEM5;dom;jan;NI_TUR;Oeste
ALECRIM;MASC;NEG;CABECEIRO(A);EFC;ARMA_B;ago;SEM4;seg;ago;VES;Leste
IGAPÓ;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM1;qua;jul;MAT;Norte
NEÓPOLIS;MASC;PAR;GARCOM;EMC;ARMA_F;dez;SEM4;sex;dez;MAD;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;PROPRIETARIO DE SORVETERIA;SUP;ARMA_F;jun;SEM2;qui;jun;MAT;Norte
PLANALTO;MASC;NEG;MECANICO(A);EMC;ARMA_B;out;SEM3;dom;out;NI_TUR;Oeste
CIDADE NOVA;MASC;PAR;MOTORISTA;EMC;ARMA_F;fev;SEM2;sáb;fev;NOT;Oeste
FELIPE CAMARÃO;FEM;NEG;EX DETENTO TRABALHADOR;NI_ESC;ARMA_F;dez;SEM3;dom;dez;VES;Oeste
IGAPÓ;MASC;PAR;PEDREIRO;EFC;ARMA_F;jan;SEM2;seg;jan;NOT;Norte
PAJUÇARA;MASC;PAR;MOTORISTA;EMC;ARMA_F;nov;SEM1;seg;nov;NOT;Norte
PLANALTO;MASC;PAR;MOTOBOY;EMC;ARMA_F;fev;SEM2;ter;fev;MAD;Oeste
PONTA NEGRA;MASC;PAR;COZINHEIRO(A);EMC;ARMA_F;dez;SEM2;sáb;dez;NOT;Sul
