BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
CIDADE NOVA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;jul;SEM2;dom;ADU;NOT;Oeste
CIDADE NOVA;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM2;qui;ADU;NOT;Oeste
CIDADE NOVA;FEM;BRA;EMPREGADO DOMESTICO;EFC;ARMA_F;ago;SEM2;sáb;ADU;NOT;Oeste
CIDADE NOVA;MASC;NEG;VIGILANTE;EMC;ARMA_F;jan;SEM2;sáb;ADU;VES;Oeste
CIDADE NOVA;FEM;PAR;CHEFE DE COZINHA;EMC;ARMA_F;set;SEM2;qua;ADU;MAD;Oeste
CIDADE NOVA;FEM;NEG;AUTONOMO(A);EFC;ESPANC;nov;SEM4;sáb;ADU;NOT;Oeste
CIDADE NOVA;MASC;PAR;VIGILANTE;EMC;ARMA_F;abr;SEM3;qui;IDO;NOT;Oeste
CIDADE NOVA;MASC;BRA;APOSENTADO(A);NI_ESC;ESPANC;jun;SEM6;sáb;IDO;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;ago;SEM5;ter;ADO;MAD;Oeste
DIX-SEPT ROSADO;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;mai;SEM2;seg;ADU;VES;Oeste
DIX-SEPT ROSADO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM2;qui;ADU;VES;Oeste
DIX-SEPT ROSADO;MASC;NEG;MECANICO(A);EMC;ARMA_F;jun;SEM3;sex;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM1;seg;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM2;seg;ADU;VES;Oeste
DIX-SEPT ROSADO;FEM;NEG;DO LAR;EFC;ARMA_F;ago;SEM3;ter;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mar;SEM5;sáb;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM3;ter;ADU;VES;Oeste
DIX-SEPT ROSADO;MASC;PAR;ASG;EFC;ARMA_F;dez;SEM3;dom;ADU;MAT;Oeste
DIX-SEPT ROSADO;MASC;BRA;COMERCIANTE;EMC;ARMA_F;jun;SEM2;sáb;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM3;dom;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;AUXILIAR DE CAPOTAGEM;EFC;ARMA_F;jul;SEM5;sáb;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;nov;SEM3;sex;ADU;MAT;Oeste
DIX-SEPT ROSADO;MASC;PAR;PEDREIRO;EFC;ARMA_F;nov;SEM5;dom;ADU;VES;Oeste
DIX-SEPT ROSADO;MASC;PAR;PEDREIRO;EFC;ARMA_F;jul;SEM3;qua;ADU;NOT;Oeste
DIX-SEPT ROSADO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM2;ter;ADU;NI_ESC;Oeste
DIX-SEPT ROSADO;MASC;NEG;POLICIAL MILITAR APOSENTADO;SUP;ARMA_F;mar;SEM2;dom;ADU;VES;Oeste
DIX-SEPT ROSADO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jan;SEM6;qui;IDO;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;jun;SEM5;sáb;ADO;VES;Oeste
FELIPE CAMARÃO;MASC;BRA;ESTUDANTE C;EMC;ARMA_F;mai;SEM5;qui;ADO;MAT;Oeste
FELIPE CAMARÃO;FEM;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;mar;SEM1;sex;ADO;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;out;SEM2;sáb;ADO;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;nov;SEM2;dom;ADO;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;ESTUDANTE B;EFC;ARMA_F;out;SEM1;seg;ADO;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;dez;SEM1;qua;ADO;MAD;Oeste
FELIPE CAMARÃO;MASC;PAR;ESTUDANTE B;EFC;ARMA_F;fev;SEM1;ter;ADO;NI_ESC;Oeste
FELIPE CAMARÃO;FEM;BRA;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;fev;SEM2;dom;ADO;MAD;Oeste
FELIPE CAMARÃO;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;nov;SEM4;seg;ADO;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;MENOR SEM OCUPACAO;NI_ESC;ARMA_F;mar;SEM3;sex;ADO;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;PINTOR;EFC;ARMA_F;mar;SEM3;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;ago;SEM2;qui;ADU;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jun;SEM2;seg;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;ago;SEM3;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;abr;SEM4;qua;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;abr;SEM2;qui;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mar;SEM3;dom;ADU;NI_ESC;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM2;ter;ADU;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;abr;SEM4;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;fev;SEM3;seg;ADU;VES;Oeste
FELIPE CAMARÃO;FEM;PAR;VENDEDOR DE LOJA;EMC;ARMA_F;mar;SEM5;sex;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;jun;SEM3;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;FEM;BRA;NI_PROF;NI_ESC;ARMA_F;mar;SEM4;sex;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;PORTEIRO;EMC;ARMA_F;nov;SEM3;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;COMERCIANTE;EMC;ARMA_F;mai;SEM4;seg;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;sex;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;VENDEDOR AUTONOMO;EFC;ARMA_B;set;SEM4;qui;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;ASG;EFC;ARMA_F;fev;SEM3;seg;ADU;MAD;Oeste
FELIPE CAMARÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM4;sáb;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM2;dom;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;mar;SEM2;ter;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;dom;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;dez;SEM5;qua;ADU;NI_ESC;Oeste
FELIPE CAMARÃO;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;nov;SEM3;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;BRA;RELOJOEIRO;EMC;ARMA_F;jan;SEM5;qua;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM3;seg;ADU;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;SEGURANCA;EMC;ARMA_F;fev;SEM5;ter;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;ter;ADU;MAD;Oeste
FELIPE CAMARÃO;FEM;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM5;sáb;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;PINTOR;EFC;ARMA_F;jul;SEM3;dom;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;PEDREIRO;EFC;ARMA_F;set;SEM4;qui;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;abr;SEM4;seg;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;jun;SEM5;qui;ADU;NI_ESC;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;sáb;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;fev;SEM3;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;fev;SEM2;qua;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;PEDREIRO;EFC;ARMA_F;jul;SEM3;sáb;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;out;SEM1;qua;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;SERIGRAFICO;EMC;ARMA_F;set;SEM1;ter;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM2;ter;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;BRA;NI_PROF;NI_ESC;ARMA_F;ago;SEM5;ter;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;MOTORISTA;EMC;ARMA_B;set;SEM3;ter;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;VIGILANTE;EMC;ARMA_F;nov;SEM4;ter;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;CARROCEIRO;EFC;ARMA_F;jun;SEM3;sex;ADU;NOT;Oeste
GUARAPES;MASC;PAR;ESTUDANTE B;EFC;ARMA_F;fev;SEM3;dom;ADO;VES;Oeste
GUARAPES;MASC;PAR;ENTREGADOR;EFC;ARMA_F;abr;SEM3;qui;ADU;NOT;Oeste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;fev;SEM4;sex;ADU;VES;Oeste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mar;SEM2;sáb;ADU;NOT;Oeste
GUARAPES;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM4;dom;ADU;VES;Oeste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;seg;ADU;NOT;Oeste
GUARAPES;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;fev;SEM5;seg;ADU;NOT;Oeste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;qui;ADU;NI_ESC;Oeste
GUARAPES;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;dez;SEM3;qua;ADU;NI_ESC;Oeste
GUARAPES;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;out;SEM5;ter;ADU;VES;Oeste
GUARAPES;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;abr;SEM2;qua;ADU;MAT;Oeste
GUARAPES;MASC;NEG;ENCANADOR;EMC;ARMA_F;mai;SEM2;qui;ADU;MAD;Oeste
GUARAPES;MASC;NEG;NI_PROF;NI_ESC;ARMA_B;mai;SEM1;sáb;ADU;NOT;Oeste
GUARAPES;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM2;ter;ADU;NOT;Oeste
GUARAPES;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM2;qua;ADU;NOT;Oeste
GUARAPES;MASC;PAR;AGRICULTOR(A);EFC;ARMA_F;out;SEM1;dom;IDO;NOT;Oeste
IGAPÓ;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;nov;SEM3;sáb;ADO;NOT;Norte
IGAPÓ;MASC;NEG;ESTUDANTE C;EMC;ARMA_F;set;SEM5;seg;ADO;NOT;Norte
IGAPÓ;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;mar;SEM5;dom;ADU;NOT;Norte
IGAPÓ;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;nov;SEM2;sáb;ADU;NOT;Norte
IGAPÓ;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;nov;SEM3;sáb;ADU;NOT;Norte
IGAPÓ;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;dez;SEM2;qua;ADU;NI_ESC;Norte
IGAPÓ;MASC;BRA;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM5;seg;ADU;VES;Norte
IGAPÓ;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;jan;SEM4;sáb;ADU;VES;Norte
IGAPÓ;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM3;qui;ADU;VES;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM2;dom;ADU;VES;Norte
IGAPÓ;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;jan;SEM3;seg;ADU;VES;Norte
IGAPÓ;MASC;PAR;MONTADOR DE MOVEIS;EMC;ARMA_F;set;SEM6;seg;ADU;NOT;Norte
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM5;sex;ADU;VES;Norte
IGAPÓ;MASC;NEG;PEDREIRO;EFC;ARMA_F;set;SEM5;seg;ADU;NI_ESC;Norte
IGAPÓ;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;out;SEM2;dom;ADU;VES;Norte
IGAPÓ;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;abr;SEM1;ter;ADU;NI_ESC;Norte
IGAPÓ;MASC;NEG;AUTONOMO(A);EFC;ARMA_F;nov;SEM3;qui;ADU;VES;Norte
IGAPÓ;MASC;PAR;COMERCIANTE;EMC;ARMA_F;jun;SEM3;dom;ADU;VES;Norte
IGAPÓ;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jun;SEM4;sáb;ADU;VES;Norte
IGAPÓ;MASC;NEG;VENDEDOR DE LOJA;EMC;ARMA_F;abr;SEM3;sáb;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;abr;SEM4;seg;ADO;VES;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;jan;SEM4;sex;ADO;NI_ESC;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE C;EMC;ARMA_B;nov;SEM3;dom;ADO;NOT;Norte
LAGOA AZUL;MASC;BRA;ESTUDANTE C;EMC;ARMA_F;set;SEM3;seg;ADO;NOT;Norte
LAGOA AZUL;MASC;BRA;ESTUDANTE C;EMC;ARMA_F;set;SEM5;sáb;ADO;MAT;Norte
LAGOA AZUL;MASC;PAR;MENOR SEM OCUPACAO;NI_ESC;ARMA_B;fev;SEM5;sáb;ADO;MAT;Norte
LAGOA AZUL;MASC;NEG;ESTUDANTE B;EFC;ARMA_B;set;SEM2;qua;ADO;NOT;Norte
LAGOA AZUL;MASC;BRA;ESTUDANTE B;EFC;ARMA_F;jan;SEM4;qui;ADO;MAT;Norte
LAGOA AZUL;MASC;BRA;ESTUDANTE B;EFC;ARMA_F;abr;SEM4;qua;ADO;VES;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE B;EFC;ARMA_F;out;SEM3;sex;ADO;VES;Norte
LAGOA AZUL;MASC;PAR;ESTUDANTE B;EFC;ARMA_F;nov;SEM2;sáb;ADO;NOT;Norte
LAGOA AZUL;MASC;PAR;MONTADOR DE MOVEIS;EMC;ARMA_F;nov;SEM1;sex;ADU;VES;Norte
LAGOA AZUL;MASC;BRA;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM4;sex;ADU;MAT;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;dez;SEM4;ter;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;mai;SEM1;sáb;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;dez;SEM5;sáb;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;nov;SEM5;sex;ADU;MAT;Norte
LAGOA AZUL;MASC;BRA;MUSICO;EMC;ARMA_F;set;SEM5;sex;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;ago;SEM2;sáb;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;PADEIRO;EMC;ARMA_F;mai;SEM2;dom;ADU;MAD;Norte
LAGOA AZUL;MASC;PAR;PADEIRO;EMC;ARMA_F;jan;SEM4;qua;ADU;VES;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;fev;SEM4;sáb;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;jan;SEM4;sex;ADU;NI_ESC;Norte
LAGOA AZUL;MASC;NEG;BALCONISTA;EMC;ARMA_F;nov;SEM2;dom;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM4;ter;ADU;VES;Norte
